content,score
hilangin jam tidur mekmek,3
"Walaupun sering updet,tapi gapapa lh",3
"tiap kali beli di tiktok shop, kurir yang mengantarkan selalu melebih lebihkan harga aslinya padahal sudah tertera di apk tidak ada ongkir dan total semua harganya sudah ada, 3 kali mengalami seperti ini.",3
aku udah update tapi kok ftur favorit tidak aja yaa?tolong kalo emang ada bug segera di perbaiki untuk sekarang ★3 duluu nantii kaloo fiturr favorit nyaa udah ada baru ★5,3
"ini apk bagus, tapi banyak monyet yang menyesatkan,",3
"sampe hapus tiktok saking beratnya di hp gua, buset dah buka apl lain mah normal, buka tiktok langsung ngelek ga karuan, scroll aja susah bgt, dahal ni hp yang kuat kuat aja walau main game yang berat. Apalagi kalo bikin video pasti selalu kameranya tbtb ngelag/ngebug. Yang gua andelin cuma shop nya doang, sisanya waduh kacaww, idk ini salah apl atau gua nya, maybe emg hp gua yg ga kuat, overall ya mayan lah, banyak update an juga, jd ga ketinggalan berita",3
sukaa banget sama ap inii😘😻,3
kenapa di aku ga ada kolom favorite nya,3
suka tante,3
tidak suka karna tidak bisa mengirim chat dari tiktok trs gk suka nya pas pertama download itu ngelag bgt selalu keluar keluar sendiri dari aplikasi apa lagi pake update update an bikin akun gk bisa gk bisa ngechat lewat tiktok mohon bisa chat di tiktok,3
saya bikin akun tiktok selalu terblokir padahal baru 2 hari bikin akun udah terblokir,3
seruu bangett,3
lumayan dan bagus,3
semakin kesini semakin besar jumlah MB pembaruanya,3
umur nya tidak bisa di gantii,3
"baru buka udah iklan, di scroll 1 video iklan lagi. baru baca foto slide 5 detik udah iklan",3
aku suka sih tapi tik tok jangan hacker akun aku plis,3
"kak kenpa pas update ke terbaru tiktok shop nya ilang, kalo bisa jangan di ilangin... tolong dong kembaliin tiktok shop nyaa",3
"banyak orang dongo,tapi bikin seru!!!",3
sering muncul tulisan tik tok tidak menNanggapi,3
kenapa ini pusat aktivitas kaga ada. kaga bisa liat riwayat riwayat,3
ko vidio tiktok diulang ulang ya?,3
seru,3
kenapa ya kalok saya buka tiktok dan lihat vidionya blur macet macet tolong di bantu,3
tolong aplikasinya lebih dikecilin penyimpanannya,3
ini gimana ya kan saya mau belanja tapi harus masukin kode otp nya gimana sih tolong di kasih tau ga ngerti saya mau belanja juga,3
"sebenernya sih bagus ajaa, fiturnya jg lengkap tapi gatau kenapa kok hari ini tiba tiba waktu saya mau posting foto live durasi uploadnya lamaa sekali saya sudah tunggu 2 jam masiu belum bisa, MOHON DIPERBAIKI LAGI YA TIKTOK AKU BUTUH BUAT POSTING FOTO LIVE NYA, TERIMAKASIH NANTI KALO UDAH BENER AKU KASIH BINTANG 5",3
"Tolong PEDOMAN KOMUNITAS diperbaharui lagi.cz terlalu ketat,dikit"" PL.pdhal conten dah sngat layak dan disukai khalayak ramai.bukankah tujuan suatu apk adalah bnyak penggemarnya kan..!!!!!",3
"tolong dong size apk nya jangan makin digede2in, bikin penuh ram + berat juga. jgn sampe bikin user jadi ganyaman yaaa🙏🏻",3
kenapa pengikut ku dah 100 tapi tiktok nya gk ada gambar belanja gitu,3
kenapa tiktok sesuka hati memblok aku orang,3
"mau komplen kenapa orang-orang ada fitur sulap biar bisa buat velocity, lah sayaa punya tidak ada fitur itu. tolong tiktok bapak/ibh",3
suara masih tertinggal ganggu bgt akhirnya unistall,3
sedikit menghibur,3
yang di cari apa yang keluar apa wkwkwkk,3
"tolong di tingkatkan lagi masalah volume di live.. sering terjadi setiap jadi tamu di live orang lain,volumenya jadi kecil banget beda sekali kalau kita lagi nonton live",3
setiap saya udah punya Followers tinggi selalu di hek atau dihapus sama tiktok padahal kan aku susah susah dapetin nya plis tiktok jangan hapus akun saya lagi lah udah berapa akun saya di hapus sama lu,3
ada bugg selalu hitam di awal cuman keluar suara donang,3
mohon maaf kenapa apk tiktok di saya sering bug dan keluar sendiri tanpa di tekan tombol keluar ya pdhl memori hp saya TDK penuh dan saya sering update tiktok saya sungguh ini pengalaman yg kurang bagus tolong segera perbaiki!!!!,3
awal buka suka ada iklann .. yg dimana bikin hp jadi lemot,3
Tik toknya suka tetiba keluar sendiri,3
lumayan,3
"Bagus ,tapi kadang macet macet gitu",3
"PARAH, lelet bgt!! Terlalu banyak menguras energi.. baik energi kehidupan maupun energi kematian, yin&yang.",3
karena anak anak tidak boleh main kenapa ya,3
"tidak bisa update di huawei mate pad, sudah sejak setengah tahun yang lalu seperti itu",3
bagus sih tapi ya kurang gimna deh menurutku tak kasih bintang 3 aja deh,3
buat akun baru kok gaada tombol repost??,3
"tiktok saya udh beberapa hari tidak bisa dibuka,katanya tidak ada jaringan.padahal peket saya ada,wifi akti taoi tetap tidak bisa dibuka",3
soya sering di Bokir buat tiktok,3
"setelah di update kok malah jadi aneh, kadang ngga ada suaranya. Pake wifi ngga muncul gambar profil yang pada komen, tapi pake data muncul. Nonton live juga ngga ada gambar+suara. jangan terlalu fokus ke tiktok shop nya deh, mending kaya dulu aja, ngga usah ada tiktok shop.",3
UPDATE MULU TAPI FITURNYA GAK ADA YG NAMBAH. TOLONG KASIH GAME BERTARUH KOIN MENANG KOIN.,3
berikan beberapa fidio gratis data 🙃,3
tik tok menguras paket. Aq kasih rating 3,3
"tiktok bacalah dan pertimbangkan ini sediain vitur hapus semua komentar. Karena, kalo hapus satu satu pegel",3
sudah update tapi kalau liat caption yang banyak cuma muncul setengah. tulisannya ilang sebagian dari tengah ampe akhir.,3
Tik tok tolol,3
Wel,3
"hati² bagi para pengguna TikTok, banyak modus penipuan yg mengiming-imingi haduah uang.",3
ngelek banget,3
kenapa selalu setiap saya nonton pasti bermasalah sering keluar sendiri atau ngelek tolong dong di perbaiki,3
"hello tiktok ini knpa yh akun ku ada bcaan ""anda sudah keluar dari akun coba lagi."" pdahal aku ga pernah keluarin akun nya loh gmna sih",3
sy ingin mendapatkan komen sticker!,3
tak kasih 3 dulu soalnya kadang sering ngebug,3
Bagus aha ya 🎈😊,3
hai developer izinkan tiktok saya bisa menggunakan filter saat menggunakan tata letak dan kalo bicara soal umur engga usah terlalu sensitif dong dan kamera mau foto dan video mohon di jernihkan seperti kamera bawaan terus sesuai dengan rekaman ok sekian trimakasi semoga di baca,3
min recomm buat tiktok for girls only biar tuan putrikuuu yangg cantikkknya ga akan di perdebatkan di benua manapun ini bisa mosting apapun tanpa harus ada cowo yang liattt karena dia cantik untuk dirinya sendiri sama gwehhh ajaa oke min di tunggu,3
"kapok si pembelian di tiktok shop 1 minggu beli barang tapi status masih di ambil kurir kalau shop sebelah dalam 2 hari di antar kena pembatalan otomatis ini udah tokonya gk mau ngebatalin dari sini gk bisa harus ngamuk"" dulu baru di acc gak jelas sumpahhh , udah kalau ngelive gk ngapa""in kebanned , terus masaaa gk ada angin hujan katanya pas ngelive gk ada aktivitas padahal dari tadi ngomong teruss kalau bukan karena kerja males banget sama aplikasi 1 ini",3
suda menjadi hobi saya nonton tiktok trus,3
semoga akun lama saya tidak muncul lagi,3
kenapa setiap saya buka tik tok HP saya langsung mati,3
aku aku bikin streck tapi gk ada streck pet hmm sedihh 😭😭,3
sebenarnya saya hanya dua masalah 1 akun saya tidak dapat live padahal saya sudah sering live 2 tidak dapat mengobrol dengan orang lain jadi saya beri bintang 3 dulu,3
woi tiktok benerin lah sistem lu masa alamat rumah di tiktok shop berubah sendiri,3
menurut saya ya tiktok in enak banget di pakek tapi akun saya berapa kali kena blokir. tapi enak ko dipakek tiktok ya,3
Bsa bantu gaa.. tiktok sy sering bnget ke blokckk,3
knp ga bisa komen foto LG?,3
aplikasi hitam🎶,3
aplikasi nya sebenarnya bagus tapi entah kenapa tiba-tiba bisa keluar sendiri pas lagi asyik-asyiknya nonton vidio aplikasi nya juga kadang nge lag,3
sarang monyet,3
hehh Tik tok nya di perbaiki dong masa gak ada buat belanja nya 😤😭,3
"Tiktok disini download nya cuman 174 MB, Tapi sekali buka sebentar langsung jadi 2GB, Sebesar itu! Belum lagi apk nya sering lelet tiba-tiba kek udh di closed apk nya, tapi suara nya masih terdengar, nggak bisa di pause dan terpaksa harus restart hp! Ini sangat menjengkelkan.",3
ngelag parah,3
kenapa kok sering disuruh update ya padahal udah,3
kurang menarik,3
hilang kan batas usiaa,3
"untuk tik tok,tlg dong jasa kirimnya jgn cuma JNT doang..jnt itu lambat dan kurir sering ngeselin",3
lumayan bagus,3
"Karena kalo saya daftar lali ke banned pasti nama nya null, kalo keluar masih ada suara nya lagi tiktok ini gimana sihhhh.........",3
sekarang suka leg kalo bikin video sama foto terus suka restart sendiri udah lama banget tolong benerin dong,3
bagus cuman mb nya gede bgt,3
"sering eror, sering macet, sering update..",3
eh tau ga kan aku dulu nya punya akun tiktok tapi sekarang ga bisa lagi,3
akun saya di blokir tanpa alasan,3
𝐬𝐚𝐲𝐚 𝐦𝐚𝐮 𝐝𝐚𝐧𝐜𝐞,3
kenapa ada batas jam nya saya tidak suka waktu saya di pakai buat ngisi itu doang,3
lemot tiktok sekarang gak seperti dulu,3
Aplikasi ini sangat bagus tapi sering ngelek aku bisanya kasih bintang tiga dulu,3
"""saya merasakan setiap scroll mengalami internet hilang jika saya scroll kembali jaringannya ada lagi bacaannya seperti ini ""Back online"" itu yang saya rasakan dan itu menganggu tolong untuk tiktok perbaiki sinyal internet itu saya terimakasih""",3
iya cukup bagus,3
tolong min fitur foto live udah ada..... saya keluar dri aplikasi tiktok udah gak ada fitur upload foto live tolong di perbaiki min,3
"logo shop yg dibawah hilang dan diganti ""teman"" sudah uninstall berkali-kali masih tidak muncul juga. 👎",3
"kecewa soalnya fitur promosi harga nya di naikin, padahal hasil dari fitur promosi belum sepenuhnya efektif hhh",3
knpa ya tik tok saya suka macet tiba2 brhenti kmudian brgerak lg video sya bila sya sedang bikin tik tok.knpa?,3
𝙗𝙖𝙜𝙪𝙨 𝙩𝙥𝙞 𝙨𝙚𝙙𝙞𝙠𝙞𝙩 𝙡𝙚𝙢𝙤𝙩,3
tiktok tolong update pengikut akun Orang tersebut karena saya ingin lebih lihat detil lagi jika di update itu saya janji kasih bintang 5 Terima kasih🙏💕,3
lumayan tpi lemot,3
tata letak fto nya g bsa di pkein filter,3
pas download kok gak biasanya? 😐 tolong bantu nya,3
sangat membantu,3
kenapa Aplikasi Tiktok saya banyak yang bejualan orang Thailand atau sejenisnya begitulah. Di tokonya/juga semua barang tulisan Thailand. Bingung dan tidak ngerti. Tolong bantuannya untuk perbaikannya admin tikrok,3
sangat baguss,3
akun saya kena pl sama tidak bisa kirim pesan untuk balas strak nya ilag gimana dog tiktok benerin saya mau pulihkan strik gimana,3
saya tidak bisa foto tiktok yang memilih lagu orang lain bisa saya tidak bisa,3
kenapa tiktok selalu ada bug ya,3
menurut saya setandar Karnea saat saya ambil postingan negatif dan non negatif kebanyakan itu non negatif tapi karena saya menggunakan akun sosial media Amerika atau fyp nya luar negeri saya lebih suka karena ada tata tertib media sosial tapi kalo ada di negara tercinta kita Indonesia banyak anak anak di bawah umur Tampa pengawasan orang tua yang mencari hal aneh dan media yang di hasilkan tidak produktif malah seperti alat merusak otak karena anak anak tidak mencari tentang hal baik nya trimksh,3
udaa cukup baik tetapi kurangi iklan nya karna mengganggu sekali,3
Okey,3
baik,3
semenjak di update jadi sering leg sendiri trus kluar sndri,3
"akhir' INI tiktok ga Baik' Aja, Kalo Mau Beli Di Tiktok Shop Pasti Ga sesuai ekspetasii bangett!!!, plss lah minimal Kalo penipuan dilanggar, yaallah aku muakk !!!",3
sekarang tiktok ngelag perasaan sebelum updategak ngelag? ini hp saya atau tiktok ya?,3
pertahankan aplikasi tiktok wlpn sy blm bljnja tp cukup mmbntu,3
"haii tiktok yang terhormat, tolong dong knp semakin kesini tiktok makin banyak peraturan? aku up video diri ku sendiri tapi tiba² kena pelanggaran WTH?? apa yg di langgarin coba? aku up video lagi riview produk trs tiba² ga memenuhi syarat, knp tiktok kenapa?? nih tiktok aneh bgt belakang ini apa²kena pelanggaran/tdk memenuhi syarat pdhl jelas² vt ku ga nyolong kualitas bagus 🥺🥺 tolong segera di perbarui seperti dulu lagi,vt ku skrng jadi susah naik gara² peraturan skrng:((",3
balasan komentar gw kok gak muncul?,3
"Kok jadi mono tiktok live saya, tolong dong diperbaiki biar stereo lagi!",3
kenapa aplikasinya selalu ngelag terus kadang kadang keluar sendiri dan tidak bisa di buka maupun di hapus,3
"kenapa aku kasih bintang tiga? ya! di aku tiktoknya malah banyak bug nya, misalnya saat lagi masuk ke tiktok malah keluar dan ada bacaan ""tiktok ada masalah coba lagi"" padahal disini internet nya bagus dan gak hilang tapi kenapa masih aja bug nya dan juga saat keluar dari tiktok suaranya masih ada jadi ya itu aja yang aku sampaikan sekali lagi mohon diperbaiki bug nya ya🙏🏻",3
tik tok nya aga eror,3
Kenapa aplikasi tiktok saya sering tidak menanggapi baru dbukak beberapa menit.,3
kenapa ya setiap sy ke aplikasi ini selalu keluar sendiri?,3
Karena ini cocok untuk buat edit video tiktok,3
"di orang-orang udah ada sistem foto livenya, di gua belom😔",3
tutorialnya fyp donggg,3
"Kurang bagus, gk fyp terus👎👎",3
kenapa aplikasi ini berhenti di perangkat saya,3
"kenapa sih tiktok setelah update banyak bug, kadang tiba tiba tombol buat nambahin favorit ilang trus tombol buat jadiin stories ilang",3
setelah download d hp baru saya kenapa hilang ya toko nya🤔,3
bagus ya bagus,3
Bagus,3
"Suka binggung sama aplikasi tiktok ga ada angin' ga ada hujan tiba-tiba keluar sendiri ketika live,pas saya update terbaru tiktok malah ga bisa di buka,ada apa sih ga jelas banget tolonglh di perbaiki untuk aplikasi tiktok ini",3
ini tiktok kenapa sihh ko abis d perbarui malah kaya gini d baru scroll berapa menit tiba tiba balik ke menu ayo dong tiktok biasa yah juga nggak kenapa napa,3
trimakasih cukup bagus,3
"tiktok, akun my teman kenapa kena pelanggaran terus🤬🤬 pdhl dia ga ngapa2in tauu tapi malah kena pelanggaran hmph. streak kita mati taw anjir tiktok jahat!!",3
"halo developer! saya ada keluhan. kenapa ya Apk Tiktok ini lama banget mulai Apk nya? lemot banget. Tolong diperbaiki segera ya, makasih!",3
"wahai tiktok yang terhormat, di video konten saya isinya semua hanyalah sejarah persenjataan dan mekanismenya saja. tetapi, mengapa vt saya di ban terus?, padahal tidak mengandung unsur ajakan atau kekerasan atau pembelian persenjataan, dan lain sebagainya. semua vt saya itu hanya untuk pengguna lain tau sejarah, nama, dan mekanismenya saja. semua itu tidak ada halnya dengan kebijakan anda. tolong dong untuk teliti lagi tentang konten yang kita buat untuk tidak ban video tanpa alasan yang jelas.",3
"Tiktok sering gangguan keluar aplikasi sendiri , kemudian audio nya Masih bersuara. lemot dalam membuka aplikasi serta koneksi internet yang di anggap kurang stabil. coba jelaskan",3
baru coba semoga bermanfaat,3
pgn bisa live,3
update terus kalo gk diupdate ngelag nontonnya :(,3
suka nge lag kalo masuk ke apk nya,3
"Aplikasinya sering ngelag. Loading mulu, mungkin karena hp Aku, hp kentang.",3
"mau nyoba dulu, klw bagus performanya.. gue lanjutin ke 5 bintang",3
"Kak.. tolong dong.. Ini kenapa ya tiktok ni? penilaian gr*b muncul trs. udh gitu setelah di scroll berikutnya muncul video dengan layar putih. discroll lagi muncul video normal, scroll lg muncul penilaian gr*b, setelahnya video layar putih lg. gitu terusss.. bikin gak nyaman pake app ini jadinya.",3
"tiktok skrg aga gmna gtu, masa ganti akun aj harus pake sandi",3
nyenangkan untuk hiburan,3
ini kenapa woi pas mau update tpi kaya abis beres tuh malah ngulang jdi ga beres² update nyh,3
gj banget padahal gak pernah aneh aneh tapi kena batasan usia,3
"akhir2 ini sering keluar sendiri bikin jengkel,",3
saya gk bisa upload foto atau video di ulasan tiktok shop,3
"eh tiktok ini fitur komen yang pakek foto itu gabisa yaa, bnerin lagi dong mles kalo kek gini",3
"untuk developer tolong di turunin dong mb download nya,biar ngga ada ngelag ngelag gituu",3
tidak bisa melihat postingan ulang akun teman tanda repost nya hilang,3
"tik tok kenapa ya kok tiba"" keluar sendiri dan setiap menit kluar trus...padahal udah di update masih gitu aja Lo...apakah semua nya / aku doang ya?!😭 and untuk tik tok perbaiki lah",3
"menurut saya gak ada masalah, tapi akhir akhir ini kalau aku nge search sering banget nge lag.",3
"tolong untuk fitur hapus komentar bisa di pilih langsung semua kaya di ig,kalo satu satu mah cape saya.",3
tiktok ini bagus dan menarik tapi agak lemot entah kenapa? tapi GK papa yg penting bagus dan bikin kagum,3
bagus banget aku suka,3
penyempanan terlalu besar,3
"bagus , tapi tolong di perbaiki agar tidak tiba tiba keluar itu sangat menggangu",3
Gambarnya cukup bagus tetapi masa setiap bulan harus download lagi kan jadi boros internet,3
agak ngeleg..,3
kenapa streak saya gabisa dipost dan direpost? kenapaa ini,3
suka dibelok akunnya.emang orang besar saja yg boleh,3
banyak bug,3
kenapa yeaa kalo buka tiktok tuh kyak lemot jier juga internet nyah jadi ga bagus lemot bgyy,3
bagaimana yaa kenapa tiktok GK bisa buat akun terus harus memenuhi syarat padahal aku sudah memenuhi syarat nya tiktok lohh mohon di perbaiki yaa tiktokkkkkkkkkkkkkk,3
Tambahin fitur hide repost please,3
sering kluar dri aplikasi ketika live gmna sih,3
"kadang suka keluar' sndiri pas lgi asik scroll, kadang juga gabisa dibuka",3
nangis banget demi gw g di kasih logo cut price,3
"mau diupdate mau ga diupdate sama aja jelek tetep ngelag,lemooooooootttttttt,,kesel bener gua",3
"Dear TikTok Support Team, My TikTok account has experienced a sudden and drastic drop in views, even though I have not violated any guidelines. I kindly request a review of my account to check if there are any restrictions or technical issues affecting my reach.",3
Bgus sangt menghibur dn merkomedasikn..🤗,3
min kenapa yah fitur-fitur foto live tidak ada di HP saya tapi logo live nya ada? jika ngeliat foto live orang lain,3
kenapa setelah di update menjadi cras saat memutar video,3
bagus,3
sudah beberapa kali saya mengikuti akun orang selalu tidak bisa,3
tontonnya si bagus tapi kalo mau buat akun sering bermasalah macam mana ini,3
Mantap,3
apk keren,3
"saran , perkecil ukuran data",3
"sebelumnya maaf ya aku kasih bintang 3 karena sumpah kesel di update bukannya lancar malah semakin ngelag, selalu keluar dari aplikasi sendri ngelag parah contohnya pas mau belanja lagi scroll tiba-tiba keluar sendiri kembali sendiri, ngelag parah di update bukannya nambah bagus lancar ini semakin di update semakin ngelag, awalnya gak kaya gitu tuhh kenapa sekrang jadi ngelag parah, tolong di perbaiki yaa terimakasih",3
tolong pihak tiktok kenapa pas saya baru download tiktok belum bikin akun kok udah keblokir duluan,3
tiktok nya selalu bug dan ngelag,3
kenapa banyak bermunculan iklan judol padahal sudah saya blokir dan laporkan,3
agak anehh,3
"Aplikasi ini sangat buta Karena, saat saya melihat ada seseorang yang menggunggah video atau gambar porno itu tidak dikenakan sangsi. sedangkan saya hanya mengirimkan video ke teman aj dikenakan sangsi 😐",3
karena banyak orang dibawah umur yang gak waras yang bahkan gak bisa berhitung. tambahan baru kalo misalnya lu bikin promo 100 rupiah kasi tanggal dan waktu lol,3
"ini tiktok kenapa dah, saya upload video ga muncul diberanda, tolong perbaiki secepatnya napa",3
kok tiba2 keranjang ditiktok saya hilang,3
selam ini kah tiktok diperbarui,3
"Kenapa setiap ada orang lain komen di akun kita terkadang gak ada notifikasinya sama sekali? Atau pas kita coba balas komentar orang lain di akun kita, malah mereka yang gak ada notifikasinya. Beneran gak keliatan tuh komentar-komentar, tolong segera diperbaiki!",3
"gaada hujan gaada angin tiba tiba akun kena banned padahal ga ngapa ngapain udah ajukan banding tetep aja kaga bisa, aneh!!",3
terlalu boros kuota tpi semua nya bagus,3
"Tolong Developer diperbaiki.. setiap pantau Pakét atau kirim ulasan produk loadingnya minta ampun. dikira jaringan jelék, ternyata dicoba dibeberapa tempat dan secara berkalapun masih sama.",3
"mohon diperpanjang durasi saat unboxing di tiktok shop. krna setiap saya beli di tiktok shop durasi vidio nya kurang panjang. minimal 30 menit lah biar bisa di cek dulu barang nya saat di unboxing. saya juga sering beli di tiktok shop masalah nya,pas unboxing barang durasi vidio nya kurang panjang. terimakasih. mohon diperbaiki secepatnya",3
Done😚😚😚,3
saya sangat kesal karena tidak bisa memiliki akun tiktok,3
"sebenernya seru, tapi akun aku keblock mulu, padahal gk nge upload apa apa di akun tiktok,terus juga gk ngomen yg termasuk pelanggaran,beberapa kali aku bikin akun terus, tolong di perbaiki lagi masalah nya.",3
"mohon di perbaiki kembali aplikasi ini sering macet hp saya Vivo y18s atau aplikasi ini tidak mendukung di perangkat hp saya , apakah ada masalah lain aplikasi ini kalau memang demikian mohon kepada pihak pengembang untuk memperbaiki terimakasih🙏",3
"tiktok akhir- akhir ini kenapa, ya? udah di download tapi masih aja ngga muncul apk nya di layar handphone, harus ke playstore dulu baru bisa buka tiktok.",3
baru di install ga bs kebuka ..,3
cara memperbarui tiktok gmna ya,3
enak tapi kadang kembali sendiri dan patah patah harus login ulang dulu,3
"saat saya membuka apk tiktok kenapa selalu mental/kembali sendiri, saya jadi bingung kira' knpa ya?",3
tiktok ini knpa ya apa di apk saya aja yg tidak ada paylaternya sedangkan yg lain ada?,3
nice,3
kenapa saya tidak bisa upload foto dan video di akun saya,3
padahal baru bikin akun langsung diblok😢,3
walau aplikasi sarang monyet sih,3
"hallo pihak tiktok, kenapa setiap saya buka tiktok beberapa menit suka freeze dan force close",3
sayang tiktok gak menyediakan ulasan utk kurir... kalau ada sih lbh bagus biar bs d ksh reting k kurir² yg minim adab sopan santun..,3
lumayan tpi,3
ngestuck di logo,3
"aplikasi ini bagus tapi .. saya kehilangan akun saya karena katanya usia saya belum memenuhi syarat menggunakan tiktok... dan saya sangat kecewa, apalagi saya tak bisa meng-upload beberapa vidio animasi bikinan saya... saya hanya ingin menjadi terkenal dan menghibur melalui meng-upload beberapa animasi saya.. 😿(maaf jika bahasa saya agak susah dimengerti ataupun lainnya...)",3
titok gak jelas lagi live tiba-tiba langsung keluar sendiri bilangnya melanggar panduan lah perasaan gak ngapa-ngapain bjir gak ngotak,3
knp pas aku instas aku udahtungguin lama tapi pas aku liat kok ilang aku dah cek semua tempat,3
sering lemod saat membuka aplikasi nya,3
"aplikasinya bagus, tetapi kenapa 3 akun saya tiba tiba di tangguhkan atau terblokir? saya tidak melakukan kesalahan",3
terlalu banyak bug,3
"kenapa ya tik tok sekarang kalau live selalu dapat pelanggaran usia padahal udah umur 18thn yang belum sampai 17thn aja gak kena pelanggaran, dan waktu untuk bisa live nya 15thn ke depan lagi lama banget",3
ga ada niat buat biar bisa hapus foto profil gitu ?,3
"tiktok knp anak²gk bisa main tiktok baru klo di blokir akun tiktok kmi gk bisa di buat, mohon di bantu ya",3
terlalu iklan.. gk nyaman,3
"kalo udah di pakai lama sering ngelag"" sendiri, tapi pas buka apk lain lancar",3
"kenapa pilih kasih d saat banyak orang dapet yang gift mania dan potongan harga tapi d aku gak ada, jadinya kan iri",3
mengapa akun saya tidak muncul di pencarian orang lain padahal saya dah mengikuti saran dari masalah yang saya laporkan ke cs tiktok,3
kenapa upload foto/video nyetak beberapa persen ya,3
jangan salahkan tiktok mungkinn itu hpnya,3
ke banyakan update muluu jangan terlalu berlebihan update memori saya penuh kalo mau update,3
"susah bgt diupdate pdhl memo ga penuh, wifi juga lancar",3
sebelumnya aku suka bangett sama aplikasi ini kenapa lama kelamaan pas nonton selalu keluar terus padahal jaringan bagus,3
aku suka banget aplikasi tik tok ini ...setelah uninstall gak bisa lagi download tolong pulihkan,3
Karna ad video yg gak pantas,3
"sekarang jadinya suka ngelag"" gaenak banget",3
Hai tiktok kenapa vitur DM atau chat di akun ku di hilang kan,3
entah kenapa ya setiap buka tiktok kok kadang kadang malah ke shop?,3
bagus si tapi ada banyak orang bego dikit yng otak nya kayak DP...... eh,3
"TikTokshop nya ga ada pdhal udh update,hapus chace,umur jg dia Atas 18th🙏🏻",3
dipengaturan tiktok sekarang pada bln Des'25 sudah tdk ada pemgaturan aktifitas riwayat tontonan(hilang) sehingga tdk dapat menghapus riwayat tontonan(sampah)yg bikin hp menjadi lemot - stag. Kenapa demikian?,3
kenapa akun tiktok saya tidak ada tiktok shopnya,3
Karena kalau saya buat akun selalu di blok,3
"banyak ngeLaghh nya. mau posting susah, apalagi mau live. mngkin hp q yg jadul apa sinyal, apa apk nya. apakah ada yg sama? mhn di benahi supya bisa mudah bagi penggunanya. terimakasih",3
Fitur tiktok shop tidak ada di menu utama bagaimana cara penangannya,3
kenapa TikTok shop saya hilang di aplikasi nya,3
buka apl tiktok yg muncul cmn logonya aja pdhl biasanya lancar2 aja..sm klo apl sdh ditutup msh ada suara dr tiktok dan hrs direstar biar hilang suaranya..,3
"its good and there is a photo image but you need to add the sticker comment feature on tiktok bro pls i need it,i hope you notice this suggestion Tiktok.",3
eh lu kalo bikin ni apk yg ramahan/ringanan lah buat ponsel yang ramnya agak kecil atau sedengan ga terlalu kecil/besar oh iya dibagian ngelag/leletnya mohon dibenerin ya soalnya gua sering ngalamin kejadian ga mengenakkan kayak begini loh,3
padahal sinyal lancar tpi malah gw bisa masuk/loding terus,3
buat batre boros,3
hanya ngasih bintang 3 karena tekadang tiktok lemot padahal jaringannya banyak dan tekadang tidak lemot itu bikin aysik..🙏🏼,3
kok yang aku gaada fitur potongan harga😡,3
tiktok gimana ini jir aku kena sb 😭 dan akun gua tidak rame akun gua ada 3 tapi kena Ben dan akun yang ke satu itu rame akun kedua rame dan akun ketiga aku tidak rame bjirrrrr gimana cara ngilangin sb nya,3
"akun sy sering di blok , dan bikin sy harus bikin ulang akun dan suka keluar sendiri mohon maaf klo di berikan rating 3",3
cara live,3
soalnya di aku dia ga bisa dibuka katanya ada data dari perangkat serupa?,3
kok aneh yh KLO setiap buat akun tiktok ini ko anehnya ga bisa padahal tiktok lite bisaa knp yhhhhhhh,3
kak aku baru download tapi kok tiktok nya kaya pengeluaran lama bukan yang terbaru,3
"bagus si bagus,dan sering banget keluar tanpa sepengetahuan,jangan sering' update ya,nanti GB nya bertambah,dan untuk membuat konten yang kecepatan tidak bisa di pakai,sering ngelah kalo lagi mau di pakai buat bikin video/ konten' lainnya , tolong di perbaiki lagi",3
"knp tiktok susah bangett buat login pake Nomer tlpon knp nii, ni harus di Musnah kan",3
"aplikasi nya bagus saya sangat sukaa! cuman akhir' ini gatau kenapa pas masuk tiktok loading dan gabisa ngapa ngapain, padahal internet aman dan di aplikasi lain bisa, sudh saya coba ulang/hapus tetap saja begini terus, tolong di perbaiki ya developer",3
ngelak aplikasi nie anjing,3
"Masa pas mau buka pesan suara ada tulisan ""ada yang salah coba lagi nanti"", padahal jaringan bagus koneksi bagus, aneh",3
saya baru belajar dan mencoba mengikuti untuk menghasilkan coin / e-wallet,3
hm akun ak ke blokir. 👍,3
Setelah di upgrade apk tiktok semakin baguss aku suka dan followers ku semakin naik mksh tiktokk,3
moga bagus nih coba dulu,3
karna ngga ada postingan ulang nya,3
kenapa akhir-akhir ini tiktok ngeleg ya,3
sudah 2 kali akunku kena band sama bocil. kenapa gampang banget pelaporannya. padahal yang melaporkan masih anak 9 tahun yang iseng-iseng,3
perbaiki tiktok saya... dulu ada tiktok shopingnya sekarang malah tak ada!!!,3
gapapa,3
tik tok terus berhenti,3
"apk aneh, ngelek dan sering membuat hp cepat panas(Buat lu yang hp kentang di bawah 1-2 GB), mohon di perbaiki lagi ya XD",3
good,3
"update versi terbaru ada bug kah/terlalu berat?hp saya Oppo A5 pro kadang kalo buka sampai profil tiba tiba sering kereset seperti baru mau buka tiktok.dan setiap scroll patah"" padahal sinyal full.sebelum update lancar jaya.tolong segera perbaiki.",3
"tolong di seleksi lagi dalam melakukan kebijakan....tidak ada pelanggaran kenapa kebenet, tolong kasih tau siapa yang riport akun",3
ingin mencoba bisa ngak menghasilkan uang akun bang ar ya. ni lagi instal kasi angka terima kasih,3
"gabisa di update pdhl jaringan, storage aman",3
